RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Geological_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#14,#14-0069,Pic-06-04/3c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.52,0.05,0.06,0.02,,,0.37,0.01,0.02,2.53,26.66,2.93,29.32,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0070,Pic-06-05B/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'17.7840""S","43°52'41.2716""W",7759909,617169,23 K,1465,30,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.56,0.08,0.46,0.04,,,0.59,0.02,0.10,4.67,23.33,2.57,25.66,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0071,Pic-06-07/1**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.5200""S","43°51'10.7603""W",7764787,619829,23 K,1554,1,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.35,0.03,2.07,0.05,,,0.00,0.00,1.53,1.84,0.40,0.05,0.44,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0072,Pic-06-07/1a**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.5200""S","43°51'10.7603""W",7764787,619829,23 K,1554,1,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.22,0.04,2.00,0.06,,,0.01,0.00,1.64,1.69,0.71,0.11,0.78,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0073,Pic-06-07/1b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.5200""S","43°51'10.7603""W",7764787,619829,23 K,1554,1,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.60,0.07,3.83,0.10,,,0.03,0.00,1.47,3.50,1.70,0.19,1.87,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0074,Pic-06-07/1c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.5200""S","43°51'10.7603""W",7764787,619829,23 K,1554,1,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.95,0.07,4.47,0.10,,,0.02,0.00,1.51,4.00,0.72,0.08,0.80,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0075,Pic-06-07/5a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.5200""S","43°51'10.7603""W",7764787,619829,23 K,1554,1,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.67,0.05,2.47,0.07,,,0.01,0.00,1.48,2.25,1.20,0.13,1.32,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0076,Pic-06-07/5b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.5200""S","43°51'10.7603""W",7764787,619829,23 K,1554,1,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.48,0.06,2.80,0.06,,,0.02,0.00,0.80,4.14,0.79,0.09,0.86,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0077,Pic-06-07/5c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.5200""S","43°51'10.7603""W",7764787,619829,23 K,1554,1,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,9.66,0.15,24.85,0.35,,,0.24,0.00,2.57,15.50,2.85,0.31,3.13,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0078,Pic-06-08/2**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.54,0.02,0.62,0.04,,,0.00,0.00,1.15,0.69,1.19,0.15,1.31,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0079,Pic-06-08/6b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.37,0.08,6.08,0.13,,,0.10,0.00,1.80,4.80,3.86,0.42,4.24,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0080,Pic-06-08/6c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.60,0.09,6.01,0.14,,,0.09,0.00,1.67,5.01,3.23,0.35,3.55,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0081,Pic-06-08/7a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.29,0.03,2.48,0.05,,,0.02,0.00,1.93,1.87,1.86,0.20,2.05,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0082,Pic-06-08/7b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.91,0.02,1.61,0.04,,,0.01,0.00,1.77,1.29,1.68,0.18,1.85,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0083,Pic-06-08/7c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.82,0.02,1.25,0.03,,,0.01,0.00,1.53,1.11,2.42,0.27,2.66,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0084,Pic-06-08/9a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.59,0.02,1.19,0.04,,,0.01,0.00,2.01,0.87,2.40,0.26,2.64,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0085,Pic-06-08/9b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.05,0.06,5.31,0.10,,,0.12,0.00,1.74,4.30,5.02,0.55,5.52,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0086,Pic-06-08/9c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°12'38.0880""S","43°51'11.1743""W",7764801,619817,23 K,1555,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.72,0.04,3.12,0.06,,,0.05,0.00,1.81,2.46,3.79,0.42,4.17,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0087,Pic-06-13/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'59.8920""S","43°52'34.1940""W",7771526,617453,23 K,1378,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.23,0.05,2.32,0.06,,,0.01,0.00,1.04,2.78,0.60,0.07,0.66,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0088,Pic-06-21/5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.80,0.02,3.59,0.07,,,0.07,0.00,4.49,1.64,8.26,0.91,9.09,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0089,Pic-06-21/6 a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.62,0.05,7.87,0.12,,,0.66,0.03,3.01,4.47,27.00,2.97,29.70,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0090,Pic-06-21/6 b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.55,0.05,15.79,0.20,,,0.55,0.02,6.20,6.26,16.01,1.76,17.61,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0091,Pic-06-21/6 c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.20,0.05,21.08,0.23,,,0.78,0.03,6.59,8.15,17.67,1.94,19.44,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0092,Pic-06-21/6 d,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.54,0.04,11.44,0.14,,,0.36,0.02,3.23,6.23,10.74,1.18,11.81,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0093,Pic-06-21/6 e,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.74,0.04,11.30,0.16,,,0.48,0.02,6.51,4.39,19.95,2.19,21.95,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0094,Pic-06-21/6 f,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.51,0.05,10.01,0.15,,,0.70,0.02,3.99,4.86,26.51,2.92,29.16,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0095,Pic-06-21/6 g,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.83,0.04,6.87,0.10,,,0.44,0.02,3.76,3.44,23.58,2.59,25.94,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0096,Pic-06-21/6 h,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.57,0.04,6.66,0.11,,,0.36,0.01,4.25,3.13,21.36,2.35,23.50,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0097,Pic-06-21/6 i,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.61,0.04,12.24,0.17,,,0.44,0.01,7.60,4.49,18.02,1.98,19.82,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0098,Pic-06-21/6 j,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.26,0.07,24.67,0.30,,,0.62,0.02,7.57,9.06,12.66,1.39,13.93,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0099,Pic-06-21/6 l,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.90,0.02,4.69,0.07,,,0.20,0.01,5.23,2.00,18.15,2.00,19.96,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0100,Pic-06-21/6 m,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.94,0.05,17.49,0.21,,,0.60,0.02,5.96,7.05,15.58,1.71,17.14,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0101,Pic-06-21/6 n,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.77,0.04,9.83,0.13,,,0.45,0.02,5.57,4.08,20.42,2.25,22.46,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0102,Pic-06-21/6 o,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.57,0.05,19.20,0.23,,,0.56,0.02,7.47,7.08,14.49,1.59,15.94,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0103,Pic-06-21/6 p,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.83,0.04,13.67,0.16,,,0.45,0.02,4.83,6.04,13.65,1.50,15.01,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0104,Pic-06-21/6 q,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.17,0.05,15.22,0.19,,,0.55,0.02,7.03,5.74,17.48,1.92,19.23,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0105,Pic-06-21/6 r,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.98,0.05,16.72,0.21,,,0.82,0.03,5.61,6.91,21.91,2.41,24.10,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0106,Pic-06-21/6 s,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.62,0.04,8.19,0.11,,,0.37,0.02,3.12,4.55,15.09,1.66,16.60,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0107,Pic-06-21/6 t,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.68,0.04,7.95,0.12,,,0.40,0.01,4.74,3.55,20.87,2.30,22.96,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0108,Pic-06-21/6 u,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.23,0.04,9.74,0.13,,,0.45,0.02,4.37,4.52,18.36,2.02,20.19,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0109,Pic-06-21-1G-1a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.20,0.02,6.90,0.09,,,0.40,0.02,5.77,2.82,26.32,2.89,28.95,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0110,Pic-06-21-1G-1b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.29,0.03,9.66,0.12,,,0.52,0.03,7.47,3.56,26.61,2.93,29.27,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0111,Pic-06-21-1G-1c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.30,0.01,6.96,0.12,,,0.46,0.01,23.16,1.94,43.75,4.81,48.12,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0112,Pic-06-21-1G-2a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.76,0.02,2.59,0.05,,,0.23,0.01,3.41,1.37,30.19,3.32,33.21,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0113,Pic-06-21-1G-2b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.97,0.02,3.81,0.06,,,0.29,0.02,3.93,1.87,28.88,3.18,31.77,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0114,Pic-06-21-1G-3a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.45,0.02,2.33,0.05,,,0.23,0.01,5.14,1.00,41.61,4.58,45.77,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0115,Pic-06-21-1G-3b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.84,0.02,3.01,0.05,,,0.22,0.01,3.60,1.54,25.87,2.85,28.46,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0116,Pic-06-21-1G-3c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.51,0.07,6.85,0.14,,,0.53,0.01,2.73,4.12,23.41,2.58,25.75,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0117,Pic-06-21-1G-4a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.22,0.06,7.54,0.14,,,0.41,0.01,3.40,3.99,18.96,2.09,20.86,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0118,Pic-06-21-1G-4b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.68,0.06,9.24,0.15,,,0.56,0.01,3.45,4.85,21.33,2.35,23.46,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0119,Pic-06-21-2G-1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.11,0.01,0.30,0.03,,,0.02,0.00,2.64,0.18,20.96,2.31,23.06,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0120,Pic-06-21-2G-2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.13,0.01,0.27,0.01,,,0.02,0.00,2.01,0.19,22.87,2.52,25.16,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0121,Pic-06-21-2G-3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.11,0.01,0.35,0.02,,,0.03,0.00,3.17,0.19,28.60,3.15,31.46,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0122,Pic-06-21-2G-4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.21,0.01,0.75,0.04,,,0.02,0.00,3.61,0.39,10.84,1.19,11.93,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0123,Pic-06-21-2G-5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.09,0.01,0.05,0.02,,,0.02,0.00,0.61,0.10,27.58,3.03,30.34,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0124,Pic-06-21-2G-6,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.39,0.01,0.92,0.03,,,0.06,0.00,2.34,0.61,16.82,1.85,18.50,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0125,Pic-06-21-2G-7,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.19,0.01,0.57,0.02,,,0.03,0.00,2.99,0.33,19.77,2.17,21.75,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0126,Pic-06-21-2G-8,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.21,0.01,0.95,0.03,,,0.04,0.00,4.55,0.43,16.45,1.81,18.10,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0127,Pic-06-21-2G-9,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.10,0.00,0.07,0.01,,,0.03,0.00,0.72,0.11,43.34,4.77,47.68,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0128,Pic-06-21-2G-10,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°7'5.4840""S","43°39'38.0269""W",7774876,640017,23 K,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.10,0.01,0.05,0.04,,,0.01,0.00,0.52,0.12,22.03,2.42,24.24,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0129,Pic-06-22/5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.41,0.02,0.10,0.03,,,0.12,0.01,0.24,0.43,48.64,5.35,53.50,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0130,Pic-06-22/5a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.42,0.01,0.04,0.02,,,0.07,0.00,0.10,0.43,28.99,3.19,31.89,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0131,Pic-06-22/5b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.42,0.02,0.04,0.02,,,0.06,0.00,0.09,0.42,27.08,2.98,29.79,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0132,Pic-06-22/5c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.40,0.01,0.04,0.01,,,0.08,0.01,0.09,0.40,37.62,4.14,41.39,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0133,Pic-06-24/1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'45.5040""S","43°39'2.7325""W",7775482,641047,23 K,1506,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.56,0.08,3.39,0.07,,,0.43,0.01,0.74,5.36,14.67,1.61,16.14,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0134,Pic-06-24/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'45.5040""S","43°39'2.7325""W",7775482,641047,23 K,1506,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.43,0.08,0.84,0.04,,,0.17,0.01,0.19,4.63,6.69,0.74,7.36,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0135,Pic-06-24/3**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'45.5040""S","43°39'2.7325""W",7775482,641047,23 K,1506,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,7.55,0.13,5.23,0.09,,,0.27,0.01,0.69,8.78,5.76,6.37,6.34,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0136,Pic-06-24/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'45.5040""S","43°39'2.7325""W",7775482,641047,23 K,1506,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.53,0.08,0.77,0.04,,,0.27,0.01,0.17,4.71,10.41,1.15,11.45,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0137,Pic-06-24/5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'45.5040""S","43°39'2.7325""W",7775482,641047,23 K,1506,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.24,0.05,0.52,0.04,,,0.27,0.01,0.23,2.36,20.72,2.28,22.79,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0138,Pic-06-25A/1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,13.32,0.23,5.49,0.09,,,0.73,0.02,0.41,14.61,9.21,1.01,10.13,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
