RefID,SampleID,SampleName,LaboratoryCode,Calculated_Age_(Ma),±_CalcAge,Corrected_Age_(Ma)_[5-15%_or_4/3],±_CorrAge
31,31.0004,18FAR02AB-1,,91.90,4.60,91.90,4.60
31,31.0005,18FAR02AB-2,,88.00,4.40,88.00,4.40
31,31.0006,18FAR02AB-3,,88.60,4.40,88.60,4.40
31,31.0007,18FAR02AC-1,,92.10,4.60,92.10,4.60
31,31.0008,18FAR02AC-2,,90.70,4.50,90.70,4.50
31,31.0009,18FAR02AC-3,,92.70,4.60,92.70,4.60
31,31.001,18TIF01A-1,,77.60,3.90,77.60,3.90
31,31.0011,18TIF01A-2,,80.00,4.00,80.00,4.00
31,31.0012,18TIF01A-3,,87.00,4.40,87.00,4.40
31,31.0013,18TIF01B-2,,83.30,4.20,83.30,4.20
31,31.0014,18TIF01C-1,,89.40,4.50,89.40,4.50
31,31.0015,18TIF01C-2,,89.50,4.50,89.50,4.50
31,31.0016,18TIF01C-3,,91.40,4.60,91.40,4.60
31,31.0017,18PL07A-1,,86.10,4.30,86.10,4.30
31,31.0018,18PL07A-2,,82.00,4.10,82.00,4.10
31,31.0019,18PL07A-3,,82.70,4.10,82.70,4.10
31,31.002,18PL07B-1,,78.80,3.90,78.80,3.90
31,31.0021,18PL07B-2,,84.50,4.20,84.50,4.20
31,31.0022,18PL07B-3,,83.00,4.20,83.00,4.20
31,31.0023,18PL07C-1,,83.00,4.20,83.00,4.20
31,31.0024,18PL07C-2,,83.00,4.20,83.00,4.20
31,31.0025,18PL07C-3,,84.00,4.20,84.00,4.20
31,31.0026,18PL07D-1,,81.00,4.10,81.00,4.10
31,31.0027,18PL07D-3,,79.30,4.00,79.30,4.00
31,31.0028,18PL07E-1,,84.50,4.20,84.50,4.20
31,31.0029,18PL07E-2,,81.40,4.10,81.40,4.10
31,31.003,18PL07E-3,,80.60,4.00,80.60,4.00
31,31.0031,18PL07F-1,,85.90,4.30,85.90,4.30
31,31.0032,18PL07F-2,,86.00,4.30,86.00,4.30
31,31.0033,18PL07F-3,,82.40,4.10,82.40,4.10
31,31.0034,18FAR02-1,,63.50,3.20,63.50,3.20
31,31.0035,18FAR02-2,,60.50,3.00,60.50,3.00
31,31.0036,18FAR02-3,,55.90,2.80,55.90,2.80
31,31.0037,18FAR02-4,,66.30,3.30,66.30,3.30
31,31.0038,18FAR02-5,,61.20,3.10,61.20,3.10
31,31.0039,18TIF20-1,,46.50,2.30,46.50,2.30
31,31.004,18TIF20-2,,53.10,2.70,53.10,2.70
31,31.0041,18TIF20-3,,62.30,3.10,62.30,3.10
31,31.0042,18TIF20-4,,56.10,2.80,56.10,2.80
31,31.0043,18TIF20-5,,58.20,2.90,58.20,2.90
31,31.0044,18PL25-1,,56.10,2.80,56.10,2.80
31,31.0045,18PL25-2,,67.10,3.40,67.10,3.40
31,31.0046,18PL25-3,,64.00,3.20,64.00,3.20
31,31.0047,18PL25-5,,78.20,3.90,78.20,3.90
31,31.0048,15PL02-1,,66.50,3.30,66.50,3.30
31,31.0049,15PL02-2,,77.50,3.90,77.50,3.90
31,31.005,15PL02-3,,71.10,3.60,71.10,3.60
31,31.0051,15PL02-4,,79.10,4.00,79.10,4.00
31,31.0052,18PL02B-2,,81.20,4.10,81.20,4.10
31,31.0053,18PL02B-3,,79.80,4.00,79.80,4.00
31,31.0054,18PL02B-4,,81.80,4.10,81.80,4.10
31,31.0055,18PL02B-5,,74.60,3.70,74.60,3.70
,,,,,,,
32,32.0001,Cortex,,12.20,1.50,13.40,
32,32.0002,Cortex,,11.40,0.40,12.50,
32,32.0003,Cortex,,10.80,0.30,11.90,
32,32.0004,Cortex,,11.20,0.40,12.30,
32,32.0005,Cortex,,11.30,0.50,12.40,
32,32.0006,Cortex,,9.50,0.30,10.50,
32,32.0007,Cortex,,13.20,1.60,14.50,
32,32.0008,Cortex,,13.20,1.60,14.50,
,,,,,,,
33,33.0001,RP1-3c.A, 16FZZ,10.60,0.15,11.66,1.17
33,33.0002,RP1-3c.A, 16GBF,10.23,0.28,11.25,1.13
33,33.0003,RP1-3c.A, 16GBN,10.82,0.12,11.90,1.19
33,33.0004,RP1-3c.T2, 16GBO,15.21,0.38,16.73,1.67
33,33.0005,RP1-3c.T2, 16GBV,16.62,0.31,18.28,1.83
33,33.0006,RP1-3c.T2, 16GCC,9.91,0.12,10.90,1.09
33,33.0007,RP3b, 16FZW,1.16,0.03,1.27,0.13
33,33.0008,RP3b, 16GBB,2.43,0.04,2.67,0.27
33,33.0009,RP3b, 16GBG,3.84,0.10,4.22,0.42
33,33.001,RP3b, 16FZX,4.88,0.10,5.37,0.54
33,33.0011,RP3b, 16GBD,5.54,0.14,6.09,0.61
33,33.0012,RP3b, 16GBH,5.79,0.14,6.37,0.64
33,33.0013,RP3a, 16FZY,7.05,0.13,7.76,0.78
33,33.0014,RP3a, 16GBE,7.95,0.11,8.75,0.87
33,33.0015,PB3-1.T1, 16GBU,1.31,0.02,1.45,0.14
33,33.0016,PB3-1.T1, 16GDT,22.72,0.29,25.00,2.50
33,33.0017,PB3-1.T1, 16GDR,2.24,0.03,2.46,0.25
33,33.0018,CV-19-07, 16FYH,5.17,0.11,5.68,0.57
33,33.0019,CV-19-07, 16FYL,6.44,0.15,7.08,0.71
33,33.002,CV-19-08, 16FYI,0.53,0.01,0.58,0.06
33,33.0021,CV-19-08, 16FYK,0.96,0.02,1.05,0.11
33,33.0022,CV-19-08, 16FYN,1.60,0.03,1.76,0.18
33,33.0023,CV-19-08, 16FYR,0.62,0.01,0.68,0.07
33,33.0024,CV-19-08, 16FYU,1.76,0.04,1.93,0.19
33,33.0025,CV-19-09, 16FYJ,1.45,0.04,1.59,0.16
33,33.0026,CV-19-09, 16FYO,3.89,0.06,4.28,0.43
33,33.0027,CV-19-10, 16FYP,1.11,0.05,1.22,0.12
33,33.0028,CV-19-10, 16FYS,0.80,0.02,0.87,0.09
,,,,,,,
34,34.0001,CAT-06(A):la,09DEG,3.64,0.02,4.00,0.40
34,34.0002,CAT-06(B):la,09DEP,8.07,0.04,8.88,0.89
34,34.0003,CAT-06(C):la,09DEY,3.37,0.02,3.71,0.37
34,34.0004,CAT-06(D):la,09DFH,2.89,0.01,3.18,0.32
34,34.0005,CAT-06(E):la,09DFK,7.18,0.04,7.89,0.79
34,34.0006,CAT-13(A):la,09DFR,0.03,0.00,0.04,0.00
34,34.0007,CAT-13(B):la,09DGA,0.08,0.00,0.08,0.01
34,34.0008,CAT-13(C):la,09DGJ,0.17,0.00,0.19,0.02
34,34.0009,CAT-15(A):la,09DEH,1.14,0.00,1.25,0.12
34,34.001,CAT-15(B):la,09DEQ,1.27,0.01,1.39,0.14
34,34.0011,CAT-15(C):la,09DEZ,1.29,0.01,1.42,0.14
34,34.0012,CAT-15(D):la,09DFI,1.27,0.01,1.40,0.14
34,34.0013,CAT-15(E):la,09DFL,2.07,0.02,2.27,0.23
34,34.0014,CAT-16(A):la,09DFS,36.18,2.86,39.80,3.98
34,34.0015,CAT-16(B):la,09DGB,27.38,1.56,30.12,3.01
34,34.0016,CAT-16(C):la,09DGK,1.74,0.03,1.91,0.19
34,34.0017,CAT-17(A):la,09DEI,0.74,0.00,0.82,0.08
34,34.0018,CAT-17(B):la,09DFA,0.85,0.00,0.94,0.09
34,34.0019,CAT-17(C):la,09DER,0.69,0.00,0.76,0.08
34,34.002,CAT-17(D):la,09DFJ,0.96,0.00,1.06,0.11
34,34.0021,CAT-22(A):la,09DEJ,36.08,0.27,39.68,3.97
34,34.0022,CAT-22(B):la,09DES,35.81,0.15,39.39,3.94
34,34.0023,CAT-22(C):la,09DFB,36.21,0.22,39.83,3.98
34,34.0024,CAT-22(E):la,09DFN,34.42,0.14,37.87,3.79
34,34.0025,CAT-23(A):la,09DFU,1.43,0.02,1.57,0.16
34,34.0026,CAT-23(B):la,09DGD,1.93,0.02,2.13,0.21
34,34.0027,CAT-23(C):la,09DGM,1.58,0.03,1.74,0.17
34,34.0028,CAT-28(A):la,09DEK,2.77,0.01,3.05,0.31
34,34.0029,CAT-28(B):la,09DET,0.24,0.00,0.27,0.03
34,34.003,CAT-28(C):la,09DFC,0.42,0.00,0.47,0.05
34,34.0031,CAT-28(E):la,09DFO,0.72,0.00,0.79,0.08
34,34.0032,CAT-30(A):la,09DFV,7.32,0.03,8.05,0.80
34,34.0033,CAT-30(B):la,09DGE,5.97,0.05,6.57,0.66
34,34.0034,CAT-30(C):la,09DGN,6.93,0.03,7.62,0.76
34,34.0035,CAT-31(A):la,09DEL,2.74,0.03,3.02,0.30
34,34.0036,CAT-31(B):la,09DEU,2.35,0.04,2.59,0.26
34,34.0037,CAT-31(C):la,09DFD,3.12,0.06,3.43,0.34
34,34.0038,CAT-31(E):la,09DFP,2.19,0.02,2.40,0.24
34,34.0039,CAT-32(A):la,09DFW,3.28,0.01,3.61,0.36
34,34.004,CAT-32(B):la,09DGF,2.75,0.02,3.02,0.30
34,34.0041,CAT-32(C):la,09DGO,7.18,0.03,7.89,0.79
34,34.0042,CAT-33(A):la,09DEM,2.94,0.02,3.24,0.32
34,34.0043,CAT-33(B):la,09DEV,1.88,0.01,2.07,0.21
34,34.0044,CAT-33(C):la,09DFE,2.70,0.02,2.97,0.30
34,34.0045,CAT-33(E):la,09DGX,3.18,0.02,3.49,0.35
34,34.0046,CAT-34(A):la,09DFX,1.90,0.01,2.09,0.21
34,34.0047,CAT-34(B):la,09DGG,2.73,0.01,3.00,0.30
34,34.0048,CAT-34(C):la,09DGP,2.99,0.01,3.29,0.33
34,34.0049,CAT-34(D):la,09DGS,1.40,0.01,1.54,0.15
34,34.005,CAT-35(A):la,09DEN,3.87,0.03,4.25,0.43
34,34.0051,CAT-35(B):la,09DEW,5.05,0.04,5.55,0.56
34,34.0052,CAT-35(C):la,09DFF,4.94,0.02,5.43,0.54
34,34.0053,CAT-35(E):la,09DGV,8.32,0.03,9.16,0.92
34,34.0054,CAT-37(A):la,09DFY,2.20,0.02,2.42,0.24
34,34.0055,CAT-37(B):la,09DGH,1.67,0.01,1.83,0.18
34,34.0056,CAT-37(C):la,09DGQ,2.73,0.04,3.00,0.30
34,34.0057,CAT-37(D):la,09DGT,1.95,0.02,2.15,0.21
34,34.0058,CAT-39(A):la,09DEO,1.60,0.01,1.76,0.18
34,34.0059,CAT-39(B):la,09DEX,1.63,0.01,1.79,0.18
34,34.006,CAT-39(C):la,09DFG,1.68,0.01,1.85,0.19
34,34.0061,CAT-39(E):la,09DGW,1.57,0.01,1.73,0.17
34,34.0062,CAT-40(A):la,09DFZ,2.68,0.01,2.95,0.29
34,34.0063,CAT-40(B):la,09DGI,1.71,0.01,1.88,0.19
34,34.0064,CAT-40(C):la,09DGR,6.41,0.03,7.05,0.71
34,34.0065,CAT-40(D):la,09DGU,1.84,0.01,2.03,0.20
,,,,,,,
0,0.0001,AM10-Km152-AM2,05PYL,15.19,,16.70,1.67
0,0.0002,AM10-Km152C/G,05PYM,18.04,,19.84,1.98
0,0.0003,AM-24-Km12-AM2SIG,05PYE,25.05,,27.55,2.76
0,0.0004,Balbina4-Km80C/Goetita,05PYG,11.29,,12.42,1.24
0,0.0005,Balbina4-Km80S/Goet,05PYH,12.10,,13.31,1.33
0,0.0006,Balbina-AM5-Km80,05PYK,82.47,,90.71,9.07
0,0.0007,BR174-Km108C1G,05PYO,18.39,,20.23,2.02
0,0.0008,Manaus1,05PYI,20.40,,22.44,2.24
0,0.0009,Manaus2,05PYN,0.74,,0.82,0.08
0,0.001,Manaus3,05PYJ,26.19,,28.81,2.88
0,0.0011,BYO3a,09IIH,3.27,0.09,3.60,0.36
0,0.0012,BYO3b,09IIJ,3.57,0.09,3.93,0.39
0,0.0013,BYO3c,09IIL,3.89,0.10,4.28,0.43
0,0.0014,BYO3d,09IIN,3.91,0.10,4.30,0.43
0,0.0015,CMSa,09III,3.68,0.07,4.05,0.40
0,0.0016,CMSb,09IIK,3.67,0.07,4.04,0.40
0,0.0017,CMSc,09IIM,3.45,0.07,3.80,0.38
0,0.0018,CMSd,09IIO,3.75,0.08,4.12,0.41
0,0.0019,ICABR-01/1,08BUN,4.02,,4.43,0.44
0,0.002,ICABR-01/2,08BUH,40.10,,44.11,4.41
0,0.0021,ICABR-01/2 - P3a (B),08BUU,7.20,,7.92,0.79
0,0.0022,ICABR-01/2 - P3a (N),08BUT,12.60,,13.86,1.39
0,0.0023,ICABR-01/7a,08BVS,16.60,,18.26,1.83
0,0.0024,ICABR-01/7b,08BUE,26.65,,29.31,2.93
0,0.0025,ICABR-01/8 - P2-1 (B),08BUV,12.78,,14.06,1.41
0,0.0026,ICABR-01/9 - P1b-1 (B),08BUW,17.36,,19.10,1.91
0,0.0027,ICABR-01/9 - P1b-2 (N),08BUX,13.28,,14.61,1.46
0,0.0028,ICABR-02/1,08BUC,16.52,,18.17,1.82
0,0.0029,ICABR-02/1 - P3a-1 (B),08BUY,17.93,,19.72,1.97
0,0.003,ICABR-02/1 - P3a-2,08BUZ,14.24,,15.67,1.57
0,0.0031,ICABR-02/1 - P3a-3,08BVA,16.82,,18.50,1.85
0,0.0032,ICABR-02/1 - P3a4,08BVB,15.18,,16.70,1.67
0,0.0033,ICABR-02/1 - P3a-5 (N),08BVC,11.56,,12.72,1.27
0,0.0034,ICABR-02/2 - P1a-1 (B),08BVD,17.10,,18.81,1.88
0,0.0035,ICABR-02/2 - P1a-2,08BVE,11.36,,12.49,1.25
0,0.0036,ICABR-02/2 - P1a-3,08BVG,16.99,,18.68,1.87
0,0.0037,ICABR-02/2 - P1a-4 (N),08BVH,15.61,,17.17,1.72
0,0.0038,ICABR-02/3 - P1b-1 (B),08BVI,13.74,,15.11,1.51
0,0.0039,ICABR-02/3 - P1b-2,08BVJ,18.41,,20.25,2.03
0,0.004,ICABR-02/3 - P1b-3 (N),08BVK,13.81,,15.19,1.52
0,0.0041,ICABR-02/5,08BTZ,24.75,,27.22,2.72
0,0.0042,ICABR-03/1 - P1a-1 (B),08BVL,6.69,,7.36,0.74
0,0.0043,ICABR-03/1 - P1a-2,08BVM,11.30,,12.43,1.24
0,0.0044,ICABR-03/1 - P1a-3,08BVN,18.59,,20.45,2.04
0,0.0045,ICABR-03/1 - P1a-4,08BVP,12.74,,14.01,1.40
0,0.0046,ICABR-03/1 - P1a-5 (N),08BVQ,10.83,,11.92,1.19
0,0.0047,ICABR-03/2 - P2a-1 (B),08BVR,9.75,,10.72,1.07
0,0.0048,ICABR-03/2 - P2a-2,08BVT,13.22,,14.54,1.45
0,0.0049,ICABR-03/2 - P2a-3 (N),08BVU,13.91,,15.31,1.53
0,0.005,ICABR-03/3 - P3b-1 (B),08BVV,12.88,,14.17,1.42
0,0.0051,ICABR-03/3 - P3b-2,08BVW,11.59,,12.75,1.27
0,0.0052,ICABR-03/3 - P3b-3 (N),08BVX,12.58,,13.84,1.38
0,0.0053,ICABR-03/4 - P4b-1 (B),08BYJ,13.93,,15.33,1.53
0,0.0054,ICABR-03/4 - P4b-2 (N),08BYN,79.18,,87.10,8.71
0,0.0055,ICABR-03/5 - P2b-2 (B),08BWZ,7.83,,8.62,0.86
0,0.0056,ICABR-03/5 - P2b-3 (N),08BYF,8.68,,9.55,0.95
0,0.0057,ICABR-04/1,08BTC,23.96,,26.35,2.64
0,0.0058,ICABR-04/6,08BTX,11.64,,12.81,1.28
0,0.0059,ICABR-04/7 - P5b-1 (B),08BYH,20.11,,22.13,2.21
0,0.006,ICABR-04/7 - P5b-2,08BYK,10.07,,11.08,1.11
0,0.0061,ICABR-04/7 - P5b-3,08BYM,12.80,,14.09,1.41
0,0.0062,ICABR-04/7 - P5b-4 (N),08BYO,10.10,,11.11,1.11
0,0.0063,ICABR-04/7a,08BSV,8.06,,8.86,0.89
0,0.0064,ICABR-04/7c,08BYL,15.47,,17.02,1.70
0,0.0065,ICABR-05/2,08BWV,5.29,,5.82,0.58
0,0.0066,ICABR-05/3,08BUF,12.58,,13.84,1.38
0,0.0067,ICABR-05/4,08BUD,8.35,,9.18,0.92
0,0.0068,ICABR-11/2a,08BUA,11.39,,12.53,1.25
0,0.0069,ICABR-11/2c,08BSZ,46.65,,51.32,5.13
0,0.007,ICABR-11/3a,08BTV,7.93,,8.73,0.87
0,0.0071,ICABR-11/3b1,08BUP,10.61,,11.68,1.17
0,0.0072,ICABR-11/3b2,08BUR,28.98,,31.88,3.19
0,0.0073,ICABR-11/3c3,08BUG,5.46,,6.00,0.60
0,0.0074,ICABR-11/3c4,08BVO,6.08,,6.69,0.67
0,0.0075,ICABR-11/3d1,08BUB,9.06,,9.96,1.00
0,0.0076,ICABR-11/4a,08BTY,9.19,,10.11,1.01
0,0.0077,ICABR-11/4b,08BTA,6.03,,6.64,0.66
0,0.0078,ICABR-11/4c,08BTW,7.26,,7.99,0.80
0,0.0079,ICABR-11/4d,08BUQ,8.68,,9.55,0.95
0,0.008,ICABR-11/4e,08BUS,10.14,,11.16,1.12
0,0.0081,ICABR-12/1 - P5b-1 (B),08BYQ,15.39,,16.93,1.69
0,0.0082,ICABR-12/1 - P5b-2 (N),08BYP,9.16,,10.08,1.01
0,0.0083,ICABR-12/2 - P4b-1 (B),08BYR,11.14,,12.25,1.22
0,0.0084,ICABR-12/2 - P4b-2,08BYI,5.67,,6.23,0.62
0,0.0085,ICABR-12/2 - P4b-3 (N),08BWY,9.18,,10.09,1.01
0,0.0086,ICABR-12/3 - P3a-1 (B),08BYE,5.34,,5.87,0.59
0,0.0087,ICABR-12/3 - P3a-2 (N),08BYG,12.69,,13.96,1.40
0,0.0088,G1B(a),,21.20,0.26,23.32,2.33
0,0.0089,G1B(b),,26.80,0.35,29.48,2.95
0,0.009,G2(a),,10.00,0.12,11.00,1.10
0,0.0091,G2(b),,7.96,0.15,8.75,0.88
0,0.0092,G3(a) goe,,5.68,0.06,6.24,0.62
0,0.0093,G3(b) goe,,6.08,0.06,6.68,0.67
0,0.0094,G4(a),,0.22,0.00,0.24,0.02
0,0.0095,G4(b),,0.13,0.00,0.14,0.01
0,0.0096,G2-B(a),,28.13,0.42,30.95,3.09
0,0.0097,G2-B(b),,41.02,0.55,45.12,4.51
0,0.0098,1A(a) band A,,4.42,0.06,4.86,0.49
0,0.0099,1A(b) band B,,0.29,0.01,0.31,0.03
0,0.01,1A(c) band B,,1.32,0.02,1.46,0.15
0,0.0101,P2.8(a),,5.17,0.05,5.69,0.57
0,0.0102,P2.8(b),,6.18,0.07,6.80,0.68
0,0.0103,P2.10(b),,17.85,0.27,19.63,1.96
0,0.0104,P2.10(c),,17.23,0.20,18.96,1.90
0,0.0105,P3A(c),,1.50,0.02,1.65,0.17
0,0.0106,P3A(d),,1.16,0.02,1.28,0.13
0,0.0107,DP01-a,,5.27,0.05,5.79,0.58
0,0.0108,DP01-b,,7.28,0.11,8.00,0.80
0,0.0109,DP01-c,,8.11,0.09,8.92,0.89
0,0.011,DP02-a,,6.95,0.09,7.65,0.76
0,0.0111,DP02-b,,7.20,0.09,7.92,0.79
0,0.0112,DP02-c,,6.93,0.08,7.62,0.76
0,0.0113,DP09-a,,19.18,0.20,21.10,2.11
0,0.0114,DP09-b,,22.32,0.26,24.55,2.46
0,0.0115,DP09-c,,19.06,0.20,20.97,2.10
0,0.0116,DP011-a,,16.38,0.16,18.02,1.80
0,0.0117,DP011-b,,15.42,0.19,16.97,1.70
0,0.0118,DP011-c,,16.29,0.19,17.92,1.79
0,0.0119,DP015-a,,23.97,0.31,26.36,2.64
0,0.012,DP015-b,,21.51,0.26,23.66,2.37
0,0.0121,DP021-a,,24.11,0.31,26.52,2.65
0,0.0122,DP021-b,,24.17,0.32,26.59,2.66
0,0.0123,G1B,16FSI,50.31,0.49,55.34,5.53
0,0.0124,G2,16FSH,8.43,0.10,9.27,0.93
0,0.0125,G3,16FUM,7.39,0.07,8.12,0.81
0,0.0126,G4,16FTC,0.09,0.00,0.10,0.01
0,0.0127,G4,16FSO,0.11,0.00,0.12,0.01
0,0.0128,G2-B,16FSR,10.25,0.14,11.27,1.13
0,0.0129,P2.8,16FSV,6.01,0.06,6.61,0.66
0,0.013,P2.10,16FSM,17.63,0.21,19.40,1.94
0,0.0131,P3A,16FSY,0.72,0.01,0.79,0.08
0,0.0132,P3A,16FUJ,3.76,0.03,4.13,0.41
0,0.0133,DPB1,16FSQ,20.99,0.18,23.09,2.31
0,0.0134,DPB1,16FUR,21.35,0.24,23.48,2.35
0,0.0135,DPB1,16FWP,21.05,0.19,23.16,2.32
0,0.0136,DPC1,16FSJ,20.46,0.23,22.50,2.25
0,0.0137,DPC1,16FSP,19.93,0.27,21.93,2.19
0,0.0138,DPC1,16FSX,24.66,0.25,27.13,2.71
0,0.0139,DPB2,16FTD,21.51,0.20,23.66,2.37
0,0.014,DPB2,16FUQ,20.66,0.21,22.73,2.27
0,0.0141,DPB2,16FUT,21.09,0.22,23.20,2.32
0,0.0142,DPC2,16FTF,18.65,0.15,20.52,2.05
0,0.0143,DPC2,16FTB,17.02,0.19,18.72,1.87
0,0.0144,DPC2,16FSU,17.93,0.19,19.72,1.97
0,0.0145,DPB3,16FUL,48.44,0.45,53.28,5.33
0,0.0146,DPB3,16FSN,28.41,0.30,31.25,3.12
0,0.0147,DPB3,16FTA,25.18,0.24,27.69,2.77
0,0.0148,DPC3,16FTI,30.28,0.29,33.30,3.33
0,0.0149,DPC3,16FSK,26.53,0.34,29.18,2.92
0,0.015,DPC3,16FTE,24.69,0.23,27.16,2.72
0,0.0151,DPC3,17BJF,26.04,,28.65,2.86
0,0.0152,DPC3,17BJH,26.49,,29.14,2.91
0,0.0153,DPC3,17BJJ,24.84,,27.32,2.73
0,0.0154,DPB3,17BJM,27.30,,30.03,3.00
0,0.0155,DPB3,17BJO,27.17,,29.89,2.99
0,0.0156,DPB3,17BJQ,27.96,,30.76,3.08
0,0.0157,DPB3,17BJS,20.82,,22.90,2.29
0,0.0158,DPB3,17BJU,20.06,,22.06,2.21
0,0.0159,DPB3,17BJX,21.17,,23.29,2.33
0,0.016,G1-B,17BJZ,28.80,,31.68,3.17
0,0.0161,G1-B,17BKD,27.40,,30.14,3.01
0,0.0162,G1-B,17BKF,19.85,,21.84,2.18
0,0.0163,AN-23-01-A1,17CJC,15.48,,17.03,1.70
0,0.0164,AN-23-01-A1,17CJE,16.76,,18.43,1.84
0,0.0165,AN-23-01-A2,17CJG,11.37,,12.51,1.25
0,0.0166,AN-23-01-A2,17CJJ,14.19,,15.61,1.56
0,0.0167,AN-23-01-A2,17CJL,17.15,,18.87,1.89
0,0.0168,AN-23-01-A2,17CJN,12.90,,14.19,1.42
0,0.0169,AN-23-01-B1,17CJP,17.25,,18.97,1.90
0,0.017,AN-23-01-B1,17CJR,17.08,,18.79,1.88
0,0.0171,AN-23-01-B1,17CJU,18.20,,20.02,2.00
0,0.0172,AN-23-01-B1,17CJX,17.09,,18.80,1.88
0,0.0173,DPF-2a,17COR,19.22,,21.15,2.11
0,0.0174,DPF-2a,17COT,20.06,,22.07,2.21
0,0.0175,DPF-2b,17COV,13.87,,15.26,1.53
0,0.0176,DPF-2b,17COY,48.71,,53.58,5.36
0,0.0177,DPF-7a,17CPA,7.14,,7.85,0.78
0,0.0178,DPF-7a,17CPC,24.16,,26.58,2.66
0,0.0179,DPF-1b,17CPE,14.63,,16.09,1.61
0,0.018,DPF-1b,17CPG,14.09,,15.50,1.55
0,0.0181,N4E-Pingo-J Frag. 2(a) black botryoidal gth, 16EBE,8.91,0.16,9.80,0.98
0,0.0182,N4E-Pingo-J Frag. 2(b) black botryoidal gth, 16EBN,13.32,0.21,14.65,1.47
0,0.0183,N4E-Pingo-J Frag. 2(c) black botryoidal gth, 16EBR,9.33,0.15,10.26,1.03
0,0.0184,N4E-Pingo-J Frag. 2(d) dark brown gth, 16EBU,12.60,0.21,13.86,1.39
0,0.0185,N4E-Pingo-J Frag. 2(e) dark brown gth, 16EBY,13.87,0.16,15.26,1.53
0,0.0186,N4E-Pingo-J Frag. 2(f) dark brown gth, 16EBL,11.22,0.17,12.34,1.23
0,0.0187,Office Bahia Bottom layer(a), 16EBS,63.01,1.46,69.31,6.93
0,0.0188,Office Bahia Bottom layer(b), 16EBW,71.20,1.49,78.32,7.83
0,0.0189,Office Bahia Bottom layer(c), 16EBI,65.14,1.20,71.66,7.17
0,0.019,Office Bahia Bottom layer(d), 16EBK,62.69,0.97,68.96,6.90
0,0.0191,Office Bahia Top layer(b), 16EBT,66.19,0.99,72.81,7.28
0,0.0192,Office Bahia Top layer(d), 16EBX,60.81,1.01,66.89,6.69
0,0.0193,Fe-ox breccia (a), 16EBJ,19.40,0.47,21.34,2.13
0,0.0194,Fe-ox breccia (b), 16EBP,19.00,0.86,20.89,2.09
0,0.0195,Fe-ox breccia (c), 16EBV,24.70,1.53,27.17,2.72
0,0.0196,CT33-1,17BKI,8.54,,9.39,0.94
0,0.0197,CT33-2,17BKK,3.12,,3.43,0.34
0,0.0198,CT33-3,17BKM,6.40,,7.04,0.70
0,0.0199,CT33-4,17BKO,4.45,,4.90,0.49
0,0.02,HGT-16-01(A)(1),17AZZ,8.68,,9.55,0.95
0,0.0201,HGT-16-01(A)(2),17BAB,8.17,,8.98,0.90
0,0.0202,HGT-16-01(A)(3),17BAD,11.88,,13.07,1.31
0,0.0203,HGT-16-01(A)(4),17BAG,17.55,,19.30,1.93
0,0.0204,HGT-16-01C (3),17BAI,14.96,,16.45,1.65
0,0.0205,HGT-16-01C (4),17BAK,10.26,,11.29,1.13
0,0.0206,HGT-16-01D (1),17BAN,8.85,,9.73,0.97
0,0.0207,HGT-16-01D (2),17BAP,8.46,,9.30,0.93
0,0.0208,HGT-16-02(A)(1),17BAS,7.77,,8.55,0.85
0,0.0209,HGT-16-02(A)(2),17BAU,10.24,,11.26,1.13
0,0.021,HGT-16-02(A)(3),17BAW,5.07,,5.57,0.56
0,0.0211,HGT-16-02(B)(2),17BAY,16.19,,17.81,1.78
0,0.0212,HGT-16-02(B)(3),17BBA,9.26,,10.19,1.02
0,0.0213,HGT-16-02(B)(4),17BBD,12.84,,14.13,1.41
0,0.0214,HGT-16-03(A)(1),17BBF,1.86,,2.04,0.20
0,0.0215,HGT-16-03(A)(2),17BBH,2.62,,2.88,0.29
0,0.0216,HGT-16-03(A)(3),17BBJ,2.63,,2.89,0.29
0,0.0217,HGT-16-03(A)(4),17BBL,2.55,,2.81,0.28
0,0.0218,HGT-16-05(C)(1),17BBO,36.32,,39.96,4.00
0,0.0219,HGT-16-05(C)(3),17BBY,21.32,,23.45,2.34
0,0.022,MtN1-16-08-1A,17BHI,2.16,,2.37,0.24
0,0.0221,MtN1-16-08-1A,17BHK,6.04,,6.65,0.66
0,0.0222,MtN1-16-08-1A,17BHM,5.29,,5.82,0.58
0,0.0223,MtN1-16-08-2A,17BHO,4.60,,5.06,0.51
0,0.0224,MtN1-16-08-2A,17BHR,3.44,,3.78,0.38
0,0.0225,MtN1-16-08-2A,17BHT,8.74,,9.62,0.96
0,0.0226,HGT-16-03P3(1),17BHV,3.85,,4.24,0.42
0,0.0227,HGT-16-03P3(2),17BHX,4.02,,4.43,0.44
0,0.0228,HGT-16-03P3(3),17BHZ,8.74,,9.62,0.96
0,0.0229,HGT-16-03P3(4),17BIC,11.44,,12.59,1.26
0,0.023,HGT-16-02P2,17BIE,3.87,,4.26,0.43
0,0.0231,HGT-16-02P2,17BIG,3.90,,4.29,0.43
0,0.0232,HGT-16-02P3,17BII,4.12,,4.53,0.45
0,0.0233,MtN-16-02-1B,17BKT,7.40,,8.14,0.81
0,0.0234,MtN-16-02-1B,17BKV,5.77,,6.35,0.63
0,0.0235,MtN-16-02-1B,17BKX,5.33,,5.86,0.59
0,0.0236,MtN-16-02-1B,17BKZ,2.80,,3.08,0.31
