RefID,SampleID,SampleName,LaboratoryCode,Calculated_Age_(Ma),±_CalcAge,Corrected_Age_(Ma)_[5-15%_or_4/3],±_CorrAge
14,14.0145,Pic-06-25B/4,,5.90,0.65,6.49,0.65
14,14.0146,Pic-06-25C/1,,9.48,1.04,10.43,1.04
14,14.0147,Pic-06-25C/2,,13.61,1.50,14.97,1.50
14,14.0148,Pic-06-25C/3,,6.71,0.74,7.38,0.74
14,14.0149,Pic-06-25C/4,,10.41,1.15,11.45,1.15
14,14.015,Pic-06-25C/6,,12.19,1.34,13.41,1.34
14,14.0151,Pic-06-25C/7,,11.06,1.22,12.17,1.22
14,14.0152,Pic-06-26A/1,,7.67,0.84,8.44,0.84
14,14.0153,Pic-06-26A/2,,2.09,0.23,2.30,0.23
14,14.0154,Pic-06-26A/3,,3.81,0.42,4.19,0.42
14,14.0155,Pic-06-26B/3,,1.03,0.11,1.13,0.11
14,14.0156,Pic-06-27/4,,1.51,0.17,1.66,0.17
14,14.0157,Pic-06-27/5,,1.76,0.19,1.94,0.19
,,,,,,,
15,15.0001,QF57A1a,09RXD,6.08,0.20,6.69,0.67
15,15.0002,QF57A1b,09RYF,2.80,0.17,3.08,0.31
15,15.0003,QF57A1c,09RWY,3.66,0.15,4.02,0.40
15,15.0004,QF57A2a,09SBX,1.29,0.13,1.42,0.14
15,15.0005,QF57A2b,09SCB,0.43,0.04,0.47,0.05
15,15.0006,QF57A2c,09SCD,0.44,0.06,0.48,0.05
15,15.0007,QF57B1a,09QVR,4.92,0.13,5.41,0.54
15,15.0008,QF57B1b,09QVH,5.61,0.18,6.17,0.62
15,15.0009,QF57B1c,09QUX,1.88,0.05,2.07,0.21
15,15.001,QF57B2a,09QUN,0.93,0.04,1.02,0.10
15,15.0011,QF57B2b,09RXF,0.79,0.08,0.87,0.09
15,15.0012,QF57B2c,09SBR,5.86,0.16,6.45,0.64
15,15.0013,QF37A1b,09SBT,33.09,1.11,36.40,3.64
15,15.0014,QF37A1c,09RWZ,11.02,0.27,12.13,1.21
15,15.0015,QF37A2a,09SCU,11.81,0.27,12.99,1.30
15,15.0016,QF37A2c,09QVI,7.05,0.19,7.76,0.78
15,15.0017,QF37B1a,09QUY,1.90,0.05,2.09,0.21
15,15.0018,QF37B1b,09QUO,28.80,0.85,31.68,3.17
15,15.0019,QF37B1c,09RXH,3.09,0.08,3.40,0.34
15,15.002,QF37B2a,09SBP,1.53,0.09,1.69,0.17
15,15.0021,QF37B2c,09SBV,0.71,0.05,0.78,0.08
15,15.0022,QF37C1a,09SBZ,15.41,0.38,16.95,1.69
15,15.0023,QF37C1b,09SCT,21.96,0.54,24.15,2.42
15,15.0024,QF37C1c,09RWU,13.96,0.32,15.36,1.54
15,15.0025,QF37C2a,09QVJ,9.83,0.20,10.81,1.08
15,15.0026,QF37C2b,09QUZ,2.88,0.06,3.17,0.32
15,15.0027,QF37C2c,09QUP,6.90,0.17,7.59,0.76
,,,,,,,
16,16.0001,PR0933I,09MNK,1.90,,2.09,0.21
16,16.0002,PR0933I,09MNL,1.53,,1.68,0.17
16,16.0003,PR0933D,09MOP,1.28,,1.41,0.14
16,16.0004,PR0933D,09MOQ,0.94,,1.03,0.10
16,16.0005,PR0933G2,09MPB,8.89,,9.78,0.98
16,16.0006,PR0933G2,09MPC,9.11,,10.02,1.00
16,16.0007,PR0933G_fract_base,09MPD,14.75,,16.23,1.62
16,16.0008,PR0933G_fract_base,09MPE,15.58,,17.14,1.71
16,16.0009,PR0933G_fract_top,09MPF,33.06,,36.37,3.64
16,16.001,PR0933G_fract_top,09MPG,12.44,,13.68,1.37
16,16.0011,PR0933G_B,09MRC,12.37,,13.61,1.36
16,16.0012,PR0933G_B,09MRD,8.01,,8.81,0.88
16,16.0013,PR0933Gfract,09MSH,14.56,,16.02,1.60
16,16.0014,PR0933E-3,09MSJ,10.80,,11.88,1.19
16,16.0015,PR0933E-3,09MSK,15.88,,17.47,1.75
16,16.0016,PR0933A,09MSL,10.70,,11.77,1.18
16,16.0017,PR0933A,09MSM,8.43,,9.27,0.93
16,16.0018,PR0933 bota,09MSN,9.54,,10.49,1.05
16,16.0019,PR0933 bota,09MSO,9.40,,10.34,1.03
16,16.002,PR0933A,09MSP,9.43,,10.37,1.04
16,16.0021,PR0933B1,09MSQ,11.06,,12.17,1.22
16,16.0022,PR0933B1,09MSR,9.67,,10.64,1.06
16,16.0023,PR0933B1A,09MSS,10.35,,11.39,1.14
16,16.0024,PR0933B1A,09MST,17.36,,19.10,1.91
16,16.0025,PR0933 bota,09MSU,11.18,,12.30,1.23
16,16.0026,PR0933 bota,09MSV,13.32,,14.65,1.47
16,16.0027,PR0933H,09MSW,7.21,,7.93,0.79
16,16.0028,PR0933H,09MSX,7.58,,8.34,0.83
16,16.0029,PR0717,09IIP,26.00,,28.60,2.86
16,16.003,PR0717,09IIR,26.68,,29.35,2.93
16,16.0031,PR0717,09IJP,12.83,,14.11,1.41
16,16.0032,PR0717,09IJQ,14.97,,16.47,1.65
16,16.0033,PR0717,09IJU,16.74,,18.41,1.84
16,16.0034,PR0717,09IKM,24.85,,27.34,2.73
16,16.0035,PR0717int,09MNG,25.70,,28.27,2.83
16,16.0036,PR0717int,09MNH,24.21,,26.63,2.66
16,16.0037,PR0717int2,09MNI,27.93,,30.72,3.07
16,16.0038,PR0717int2,09MNJ,28.59,,31.45,3.14
16,16.0039,PR0717int,09MOV,31.95,,35.15,3.51
16,16.004,PR0717int,09MOW,31.75,,34.93,3.49
16,16.0041,PR0717-z.mosq,09MPH,17.06,,18.77,1.88
16,16.0042,PR0717-z.mosq,09MPI,14.14,,15.55,1.56
16,16.0043,PR0604,09MPU,16.97,,18.67,1.87
,,,,,,,
17,17.0001,PR0709B_1,08DBN,1.56,0.05,1.72,0.17
17,17.0002,PR0709B_2,08DBV,1.55,0.05,1.71,0.17
17,17.0003,PR0709B_3,08DBW,1.44,0.06,1.58,0.16
17,17.0004,PR0709supdir1_1,09PFI,1.57,0.15,1.73,0.17
17,17.0005,PR0709supdir1_2,09PFJ,2.04,0.19,2.24,0.22
17,17.0006,PR0709supdir1_3,09PFK,1.08,0.18,1.19,0.12
17,17.0007,PR0709supdir2_1,09PFL,1.71,0.10,1.88,0.19
17,17.0008,PR0709supdir2_2,09PFM,1.03,0.18,1.13,0.11
17,17.0009,PR0709supdir2_3,09PFN,0.92,0.08,1.01,0.10
17,17.001,PR0709supmed1_1,09PFO,0.95,0.17,1.05,0.10
17,17.0011,PR0709supmed1_2,09PFP,0.89,0.09,0.98,0.10
17,17.0012,PR070supmed1_3,09PFQ,0.85,0.13,0.94,0.09
17,17.0013,PR0709supmed2_1,09PFR,0.94,0.07,1.03,0.10
17,17.0014,PR0709supmed2_2,09PFS,1.11,0.07,1.22,0.12
17,17.0015,PR0709supmed2_3,09PFT,1.16,0.12,1.28,0.13
17,17.0016,PR0709supmed4_1,09PGE,0.95,0.04,1.05,0.10
17,17.0017,PR0709supmed4_2,09PGF,0.70,0.04,0.77,0.08
17,17.0018,PR070supmed4_3,09PGG,0.51,0.03,0.56,0.06
17,17.0019,PR0709inf1_1,09PFY,1.15,0.08,1.27,0.13
17,17.002,PR0709inf1_2,09PFZ,0.96,0.05,1.06,0.11
17,17.0021,PR0709inf1_3,09PGA,0.33,0.03,0.36,0.04
17,17.0022,PR0709desmC_1,09PFV,0.60,0.07,0.66,0.07
17,17.0023,PR0709desmC_2,09PFW,1.20,0.07,1.32,0.13
17,17.0024,PR0709desmC_3,09PFX,0.91,0.05,1.00,0.10
17,17.0025,PR0709desmF_1,09PGB,1.14,0.06,1.25,0.13
17,17.0026,PR0709desmF_2,09PGC,0.92,0.05,1.01,0.10
17,17.0027,PR0709desmF_3,09PGD,0.96,0.12,1.06,0.11
17,17.0028,PR0712_1,08DCJ,2.44,0.07,2.68,0.27
17,17.0029,PR0712_2,08DCK,2.63,0.06,2.89,0.29
17,17.003,PR0712_3,08DCL,1.71,0.03,1.88,0.19
17,17.0031,PR0712_1,09PGH,0.77,0.05,0.85,0.08
17,17.0032,PR0712_2,09PGI,1.06,0.11,1.17,0.12
17,17.0033,PR0712_3,09PGJ,3.31,0.15,3.64,0.36
17,17.0034,PR0713U2_2,08CZP,2.88,0.07,3.17,0.32
17,17.0035,PR0713U2b_3,08CZT,2.64,0.07,2.90,0.29
17,17.0036,PR0713U2a_1,08CZU,0.71,0.01,0.78,0.08
17,17.0037,PR0713U2a_2,08CZV,0.75,0.01,0.83,0.08
17,17.0038,PR0713U2a_3,08CZW,1.21,0.03,1.33,0.13
17,17.0039,PR0713Ve_2,08CZY,0.81,0.02,0.89,0.09
17,17.004,PR0713Ve_3,08CZZ,1.67,0.04,1.84,0.18
17,17.0041,PR0713Vv_1,08DBB,0.66,0.02,0.73,0.07
17,17.0042,PR0713Vv_2,08DBC,0.82,0.03,0.90,0.09
17,17.0043,PR0713Vv_3,08DBD,0.68,0.02,0.75,0.07
17,17.0044,PR0713S_1,08DBE,2.25,0.07,2.48,0.25
17,17.0045,PR0713S_2,08DBF,2.76,0.07,3.04,0.30
17,17.0046,PR0713S_3,08DBG,2.37,0.06,2.61,0.26
17,17.0047,PR0713T_1,08DBH,1.61,0.05,1.77,0.18
17,17.0048,PR0713T_2,08DBI,1.25,0.06,1.38,0.14
17,17.0049,PR0713T_3,08DBJ,2.42,0.05,2.66,0.27
17,17.005,PR0713W_1,08DBK,2.33,0.07,2.56,0.26
17,17.0051,PR0713W_2,08DBL,5.66,0.15,6.23,0.62
17,17.0052,PR0713W_3,08DBM,2.97,0.05,3.27,0.33
17,17.0053,PR0708B_1,08DBX,3.24,0.05,3.56,0.36
17,17.0054,PR0708B_2,08DBY,3.09,0.08,3.40,0.34
17,17.0055,PR0708B_3,08DBZ,1.55,0.03,1.71,0.17
17,17.0056,PR0708C_1,08DCA,2.76,0.09,3.04,0.30
17,17.0057,PR0708C_2,08DCB,4.56,0.17,5.02,0.50
17,17.0058,PR0708C_3,08DCC,1.01,0.03,1.11,0.11
17,17.0059,PR0708D_1,08DCD,1.92,0.04,2.11,0.21
17,17.006,PR0708D_2,08DCE,1.23,0.03,1.35,0.14
17,17.0061,PR0708D_3,08DCF,2.01,0.03,2.21,0.22
17,17.0062,PR0708E_1,08DCG,2.49,0.05,2.74,0.27
17,17.0063,PR0708E_2,08DCH,2.10,0.04,2.31,0.23
17,17.0064,PR0708E_3,08DCI,2.89,0.05,3.18,0.32
,,,,,,,
18,18.0001,ZK1217-1.5X,,1.93,0.02,2.24,0.17
18,18.0002,ZK1217-1.5Y,,0.46,0.01,0.53,0.04
18,18.0003,ZK1217-5X,,5.37,0.07,6.24,0.48
18,18.0004,ZK1217-5Y,,4.85,0.06,5.64,0.43
18,18.0005,ZK1217-11X,,5.79,0.07,6.73,0.51
18,18.0006,ZK1217-11Y,,5.72,0.07,6.65,0.51
18,18.0007,ZK1217-16.3X,,3.24,0.05,3.77,0.30
18,18.0008,ZK1217-16.3Y,,3.03,0.04,3.52,0.27
18,18.0009,ZK1217-20X,,4.93,0.06,5.73,0.44
18,18.001,ZK1217-20Y,,4.93,0.06,5.73,0.44
18,18.0011,ZK1217-40X,,2.29,0.03,2.66,0.20
18,18.0012,ZK1217-40Y,,2.68,0.05,3.12,0.25
18,18.0013,ZK1217-51X,,1.81,0.03,2.10,0.17
18,18.0014,ZK1217-51Y,,5.54,0.10,6.44,0.52
18,18.0015,ZK1217-57X,,2.28,0.03,2.65,0.20
18,18.0016,ZK1217-69X,,3.33,0.04,3.87,0.29
18,18.0017,ZK1217-69Y,,0.82,0.01,0.95,0.07
18,18.0018,ZK1217-79X,,2.08,0.02,2.42,0.18
18,18.0019,ZK1217-79Y,,3.11,0.03,3.62,0.27
18,18.002,ZK1217-91X,,2.26,0.03,2.63,0.20
18,18.0021,ZK1217-91Y,,1.94,0.02,2.26,0.17
18,18.0022,ZK1217-91Z,,2.18,0.03,2.53,0.20
18,18.0023,ZK1217-96X,,1.21,0.01,1.41,0.10
18,18.0024,ZK1217-96Y,,0.86,0.01,1.00,0.08
18,18.0025,ZK1217-100X,,0.74,0.01,0.86,0.07
18,18.0026,ZK1217-100Y,,0.63,0.01,0.73,0.06
18,18.0027,4580X,,2.56,0.02,2.98,0.22
18,18.0028,4580Y,,2.61,0.02,3.03,0.22
18,18.0029,4580Z,,2.49,0.02,2.90,0.21
18,18.003,4615X,,1.18,0.01,1.37,0.10
18,18.0031,4615Y,,1.24,0.01,1.44,0.11
18,18.0032,4630X,,3.24,0.04,3.77,0.29
18,18.0033,4630Y,,4.79,0.06,5.57,0.42
18,18.0034,4653X,,1.19,0.01,1.38,0.10
18,18.0035,4653Y,,1.00,0.01,1.16,0.09
18,18.0036,4673X,,0.87,0.01,1.01,0.08
18,18.0037,4673Y,,0.53,0.02,0.62,0.06
18,18.0038,4685-x,,1.18,0.02,1.37,0.11
18,18.0039,4685-y,,1.23,0.02,1.43,0.11
18,18.004,4690X,,1.85,0.02,2.15,0.16
18,18.0041,4690Y,,2.19,0.04,2.55,0.21
18,18.0042,4716X,,0.88,0.02,1.02,0.09
18,18.0043,4716Y,,0.65,0.01,0.76,0.06
18,18.0044,4742X,,4.29,0.05,4.99,0.38
18,18.0045,4742Y,,3.06,0.04,3.56,0.27
18,18.0046,4760X,,4.06,0.05,4.72,0.36
18,18.0047,4760Y,,4.27,0.05,4.97,0.38
18,18.0048,4795X,,1.84,0.04,2.14,0.18
18,18.0049,4795Y,,3.17,0.05,3.69,0.29
18,18.005,4828X,,2.02,0.12,2.35,0.33
18,18.0051,4855X,,1.43,0.03,1.66,0.14
18,18.0052,4855Y,,1.86,0.12,2.16,0.32
,,,,,,,
19,19.0001,FH-L-ul-a1,,27.45,1.22,30.20,3.02
19,19.0002,FH-L-ul-b2,,17.89,0.75,19.68,1.97
19,19.0003,FH-L-ul-c1,,18.25,0.54,20.08,2.01
19,19.0004,FH-L-ul-c2,,21.97,0.88,24.17,2.42
19,19.0005,FH-L-ul-c3,,19.44,0.69,21.38,2.14
19,19.0006,FH-L-ul-d1,,36.55,2.10,40.21,4.02
19,19.0007,FH-L-ul-d3,,25.42,1.61,27.96,2.80
19,19.0008,FH-L-ul-e1,,24.65,0.80,27.12,2.71
19,19.0009,FH-L-ul-e2,,21.90,0.56,24.09,2.41
19,19.001,FH-L-ul-e3,,25.10,0.99,27.61,2.76
19,19.0011,FH-L-0-a1,,20.02,0.78,22.02,2.20
19,19.0012,FH-L-0-a2,,19.19,1.05,21.11,2.11
19,19.0013,FH-L-0-a3,,21.52,0.73,23.67,2.37
19,19.0014,FH-L-0-b1,,21.30,1.27,23.43,2.34
19,19.0015,FH-L-0-b2,,29.35,1.08,32.29,3.23
19,19.0016,FH-L-0-b3,,22.01,0.70,24.21,2.42
19,19.0017,FH-L-0-d1,,27.57,0.93,30.33,3.03
19,19.0018,FH-L-0-d3,,23.97,0.75,26.37,2.64
19,19.0019,FH-L-0-e1,,21.85,0.64,24.04,2.40
19,19.002,FH-L-0-e2,,20.82,0.64,22.90,2.29
19,19.0021,FH-L-0-e3,,21.47,1.11,23.62,2.36
19,19.0022,FH-L-10-a1,,19.46,0.73,21.41,2.14
19,19.0023,FH-L-10-a3,,23.50,0.80,25.85,2.59
19,19.0024,FH-L-10-b1,,34.67,1.05,38.14,3.81
19,19.0025,FH-L-10-b2,,24.03,1.20,26.43,2.64
19,19.0026,FH-L-10-b3,,25.47,0.74,28.02,2.80
19,19.0027,FH-L-10-c1,,18.67,0.96,20.54,2.05
19,19.0028,FH-L-10-c3,,40.43,2.12,44.47,4.45
19,19.0029,FH-L-10-d1,,32.13,1.72,35.34,3.53
19,19.003,FH-L-10-d2,,24.87,1.03,27.36,2.74
19,19.0031,FH-L-10-d3,,34.53,1.50,37.98,3.80
19,19.0032,FH-L-10-e1,,21.22,0.81,23.34,2.33
19,19.0033,FH-L-10-e2,,17.94,0.54,19.73,1.97
19,19.0034,FH-L-10-e3,,22.68,0.68,24.95,2.49
19,19.0035,FH-L-20-a1,,24.72,1.04,27.19,2.72
19,19.0036,FH-L-20-a2,,26.36,0.75,29.00,2.90
19,19.0037,FH-L-20-a3,,32.00,1.25,35.20,3.52
19,19.0038,FH-L-20-a4,,21.84,0.69,24.02,2.40
19,19.0039,FH-L-20-b1,,12.33,0.71,13.56,1.36
19,19.004,FH-L-20-b2,,22.23,0.63,24.45,2.45
19,19.0041,FH-L-20-b3,,20.56,0.68,22.62,2.26
19,19.0042,FH-L-20-c1,,33.15,1.23,36.47,3.65
19,19.0043,FH-L-20-c2,,28.57,1.11,31.43,3.14
19,19.0044,FH-L-20-c3,,39.26,3.17,43.19,4.32
19,19.0045,FH-L-20-d1,,32.56,1.05,35.82,3.58
19,19.0046,FH-L-20-d2,,29.88,1.04,32.87,3.29
19,19.0047,FH-L-20-d3,,27.80,0.83,30.58,3.06
19,19.0048,FH-L-20-e1,,11.88,0.35,13.07,1.31
19,19.0049,FH-L-20-e2,,14.84,0.88,16.32,1.63
19,19.005,FH-L-20-e3,,15.87,0.50,17.46,1.75
19,19.0051,FH-L-30-a1,,10.18,0.46,11.20,1.12
19,19.0052,FH-L-30-a2,,11.23,0.58,12.35,1.24
19,19.0053,FH-L-30-b1,,17.17,0.54,18.89,1.89
19,19.0054,FH-L-30-b2,,18.66,0.77,20.53,2.05
19,19.0055,FH-L-30-b3,,25.36,0.98,27.90,2.79
19,19.0056,FH-L-30-c2,,30.04,1.00,33.04,3.30
19,19.0057,FH-L-30-d1,,24.54,2.00,26.99,2.70
19,19.0058,FH-L-30-d2,,19.01,0.57,20.91,2.09
19,19.0059,FH-L-30-d3,,20.94,0.73,23.03,2.30
19,19.006,FH-L-30-e1,,21.53,0.78,23.68,2.37
19,19.0061,FH-L-30-e2,,22.17,0.85,24.39,2.44
19,19.0062,FH-L-30-e3,,18.98,0.66,20.88,2.09
19,19.0063,FH-L-50-a1,,21.43,0.66,23.57,2.36
19,19.0064,FH-L-50-a2,,26.16,0.72,28.78,2.88
19,19.0065,FH-L-50-b1,,23.55,0.68,25.91,2.59
19,19.0066,FH-L-50-b2,,17.13,0.63,18.84,1.88
19,19.0067,FH-L-50-b3,,35.42,1.05,38.96,3.90
19,19.0068,FH-L-50-c1,,15.78,0.52,17.36,1.74
19,19.0069,FH-L-50-c2,,44.40,7.98,48.84,4.88
19,19.007,FH-L-50-c3,,25.48,1.76,28.03,2.80
19,19.0071,FH-L-50-d1,,18.34,0.57,20.17,2.02
19,19.0072,FH-L-50-d2,,26.26,1.00,28.89,2.89
19,19.0073,FH-L-50-d3,,29.34,1.06,32.27,3.23
19,19.0074,FH-L-50-e1,,20.46,0.59,22.51,2.25
19,19.0075,FH-L-50-e3,,28.12,0.78,30.93,3.09
19,19.0076,FH-L-70-a1,,8.18,0.21,9.00,0.90
19,19.0077,FH-L-70-a2,,12.74,0.30,14.01,1.40
19,19.0078,FH-L-70-a3,,11.46,0.27,12.61,1.26
19,19.0079,FH-L-70-b1,,12.75,0.68,14.03,1.40
19,19.008,FH-L-70-b2,,20.22,1.05,22.24,2.22
19,19.0081,FH-L-70-b3,,19.41,0.57,21.35,2.14
19,19.0082,FH-L-70-c1,,28.64,1.21,31.50,3.15
19,19.0083,FH-L-70-c2,,22.25,0.64,24.48,2.45
19,19.0084,FH-L-70-c3,,48.73,1.55,53.60,5.36
19,19.0085,FH-L-70-d1,,17.97,0.62,19.77,1.98
19,19.0086,FH-L-70-d2,,17.88,0.53,19.67,1.97
19,19.0087,FH-L-70-d3,,25.24,1.09,27.76,2.78
19,19.0088,FH-L-70-e1,,13.66,0.39,15.03,1.50
19,19.0089,FH-L-70-e2,,14.26,0.56,15.69,1.57
19,19.009,FH-L-70-e3,,20.05,0.59,22.06,2.21
19,19.0091,FH-L-70-g1,,19.03,0.82,20.93,2.09
19,19.0092,FH-L-70-g2,,14.59,0.63,16.05,1.60
19,19.0093,FH-L-70-g3,,15.01,0.77,16.51,1.65
19,19.0094,FH-L-70-g4,,16.23,1.05,17.85,1.79
19,19.0095,FH-L-70-g5,,16.69,0.61,18.36,1.84
19,19.0096,FH-L-70-g6,,11.77,0.50,12.95,1.29
19,19.0097,FH-L-70-g7,,17.96,0.54,19.76,1.98
19,19.0098,FH-L-70-g8,,18.76,0.91,20.64,2.06
19,19.0099,FH-L-80-a1,,23.11,0.76,25.42,2.54
19,19.01,FH-L-80-a2,,21.45,0.77,23.60,2.36
19,19.0101,FH-L-80-b1,,13.17,0.35,14.49,1.45
19,19.0102,FH-L-80-b2,,13.11,0.41,14.42,1.44
19,19.0103,FH-L-80-b3,,14.47,0.34,15.92,1.59
19,19.0104,FH-L-80-c1,,37.64,1.35,41.40,4.14
19,19.0105,FH-L-80-c2,,48.28,2.97,53.11,5.31
19,19.0106,FH-L-80-c3,,28.03,1.11,30.83,3.08
19,19.0107,FH-L-80-d1,,24.73,0.81,27.20,2.72
19,19.0108,FH-L-80-d2,,28.92,0.85,31.81,3.18
19,19.0109,FH-L-80-e1,,31.03,1.13,34.13,3.41
19,19.011,FH-L-80-e2,,37.56,1.56,41.32,4.13
19,19.0111,FH-L-80-e3,,29.25,1.98,32.18,3.22
19,19.0112,FH-L-90-b1,,41.41,1.68,45.55,4.56
19,19.0113,FH-L-90-b2,,19.44,0.65,21.38,2.14
19,19.0114,FH-L-90-c1,,33.84,1.35,37.22,3.72
19,19.0115,FH-L-90-c2,,28.15,1.28,30.97,3.10
19,19.0116,FH-L-90-c3,,29.87,1.12,32.86,3.29
19,19.0117,FH-L-90-d1,,16.47,0.63,18.12,1.81
19,19.0118,FH-L-90-d2,,18.85,0.62,20.74,2.07
19,19.0119,FH-L-90-d3,,25.98,1.62,28.58,2.86
19,19.012,FH-L-90-e1,,19.86,0.54,21.85,2.18
19,19.0121,FH-L-90-e2,,22.11,0.86,24.32,2.43
19,19.0122,FH-L-90-e3,,16.67,0.61,18.34,1.83
19,19.0123,FH-L-120-a1,,31.42,0.80,34.56,3.46
19,19.0124,FH-L-120-a2,,45.07,2.07,49.58,4.96
19,19.0125,FH-L-120-b1,,47.08,1.49,51.79,5.18
19,19.0126,FH-L-120-b2,,24.14,0.85,26.55,2.66
19,19.0127,FH-L-120-b3,,45.53,1.59,50.08,5.01
19,19.0128,FH-L-120-c1,,25.65,1.12,28.22,2.82
19,19.0129,FH-L-120-c2,,37.71,2.39,41.48,4.15
19,19.013,FH-L-120-c3,,23.62,0.88,25.98,2.60
19,19.0131,FH-L-120-d1,,24.61,0.64,27.07,2.71
19,19.0132,FH-L-120-d2,,30.96,0.90,34.06,3.41
19,19.0133,FH-L-120-d3,,27.35,0.72,30.09,3.01
19,19.0134,FH-L-120-e1,,36.91,0.93,40.60,4.06
19,19.0135,FH-L-120-e2,,42.16,1.43,46.38,4.64
19,19.0136,FH-L-120-e3,,18.80,0.92,20.68,2.07
19,19.0137,FH-L-120-f1,,17.05,0.69,18.76,1.88
19,19.0138,FH-L-120-f2,,17.68,1.35,19.45,1.94
19,19.0139,FH-L-120-f3,,16.96,0.70,18.66,1.87
19,19.014,FH-L-120-f4,,15.51,1.96,17.06,1.71
19,19.0141,FH-L-120-f5,,18.23,0.96,20.05,2.01
19,19.0142,FH-L-120-f7,,21.39,1.13,23.53,2.35
19,19.0143,FH-L-120-f8,,23.46,0.81,25.81,2.58
19,19.0144,FH-L-120-f9,,21.54,0.79,23.69,2.37
19,19.0145,FH-L-120-f10,,18.12,0.61,19.93,1.99
19,19.0146,FH-L-120-f11,,23.56,1.35,25.92,2.59
19,19.0147,FH-L-120-f12,,20.32,0.96,22.35,2.24
19,19.0148,FH-L-120-f13,,21.60,0.81,23.76,2.38
19,19.0149,FH-L-120-f14,,22.61,0.91,24.87,2.49
19,19.015,FH-L-120-f16,,28.02,1.68,30.82,3.08
19,19.0151,FH-L-120-f17,,28.25,1.34,31.08,3.11
19,19.0152,FH-L-120-f18,,28.19,1.12,31.01,3.10
19,19.0153,FH-L-120-f20,,28.21,1.23,31.03,3.10
19,19.0154,FH-L-120-f21,,40.54,1.65,44.59,4.46
19,19.0155,FH-L-120-f22,,35.83,1.18,39.41,3.94
19,19.0156,FH-L-120-f23,,36.76,2.14,40.44,4.04
19,19.0157,FH-L-170-a1,,23.27,0.78,25.60,2.56
19,19.0158,FH-L-170-a2,,24.42,0.95,26.86,2.69
19,19.0159,FH-L-170-a3,,23.39,0.67,25.73,2.57
19,19.016,FH-L-170-b2,,19.82,0.74,21.80,2.18
19,19.0161,FH-L-170-b3,,24.30,0.75,26.73,2.67
19,19.0162,FH-L-170-c2,,28.22,1.78,31.04,3.10
19,19.0163,FH-L-170-d1,,21.67,0.69,23.84,2.38
19,19.0164,FH-L-170-d2,,21.81,1.14,23.99,2.40
19,19.0165,FH-L-170-d3,,19.05,0.78,20.96,2.10
19,19.0166,FH-L-170-e2,,14.87,1.02,16.36,1.64
19,19.0167,FH-L-170-e3,,15.63,0.82,17.19,1.72
19,19.0168,FH-L-250-a1,,22.93,0.75,25.22,2.52
19,19.0169,FH-L-250-a2,,16.99,0.76,18.69,1.87
19,19.017,FH-L-250-b1,,18.27,0.57,20.10,2.01
19,19.0171,FH-L-250-b2,,27.27,1.25,30.00,3.00
19,19.0172,FH-L-250-b3,,19.13,1.15,21.04,2.10
19,19.0173,FH-L-250-c1,,16.52,0.41,18.17,1.82
19,19.0174,FH-L-250-c2,,42.85,2.70,47.14,4.71
19,19.0175,FH-L-250-c3,,37.06,1.93,40.77,4.08
19,19.0176,FH-L-250-d1,,35.66,0.98,39.23,3.92
19,19.0177,FH-L-250-d2,,49.05,2.09,53.96,5.40
19,19.0178,FH-L-250-d3,,42.13,1.39,46.34,4.63
19,19.0179,FH-L-250-e2,,25.33,0.76,27.86,2.79
19,19.018,FH-L-300-a1,,19.90,1.06,21.89,2.19
19,19.0181,FH-L-300-a2,,20.86,0.84,22.95,2.29
19,19.0182,FH-L-300-a3,,18.73,0.71,20.60,2.06
19,19.0183,FH-L-300-b1,,23.66,0.76,26.03,2.60
19,19.0184,FH-L-300-b2,,17.14,0.56,18.85,1.89
19,19.0185,FH-L-300-b4,,26.63,0.98,29.29,2.93
19,19.0186,FH-L-300-b5,,12.43,0.67,13.67,1.37
19,19.0187,FH-L-300-b6,,13.61,1.05,14.97,1.50
19,19.0188,FH-L-300-c2,,26.42,1.07,29.06,2.91
19,19.0189,FH-L-300-c3,,14.12,1.44,15.53,1.55
19,19.019,FH-L-300-d1,,17.80,0.70,19.58,1.96
19,19.0191,FH-L-300-d2,,16.18,0.41,17.80,1.78
19,19.0192,FH-L-300-d3,,16.52,0.48,18.17,1.82
19,19.0193,FH-L-300-e1,,18.11,0.53,19.92,1.99
19,19.0194,FH-L-300-e2,,17.91,0.44,19.70,1.97
19,19.0195,FH-L-300-e3,,12.06,0.59,13.27,1.33
,,,,,,,
20,20.0001,CID-2-1-T,,,,11.60,0.20
20,20.0002,CID-2-1-S,,,,8.00,0.20
20,20.0003,CID-2-1-R,,,,11.20,0.30
20,20.0004,CID-2-2-S,,,,13.20,0.40
20,20.0005,CID-2-2-R,,,,12.50,0.30
20,20.0006,CID-2-3-T,,,,8.20,0.20
20,20.0007,CID-2-3-S,,,,7.70,0.10
20,20.0008,CID-2-3-R,,,,6.70,0.40
20,20.0009,CID-2-4-T,,,,30.20,3.10
20,20.001,CID-2-4-S,,,,20.80,0.50
20,20.0011,CID-2-4-R,,,,15.70,0.80
20,20.0012,CID-2-5-T,,,,9.10,0.20
20,20.0013,CID-2-5-S,,,,16.60,0.30
20,20.0014,CID-2-5-R,,,,8.70,0.10
20,20.0015,CID-2-6-S,,,,15.10,0.50
20,20.0016,CID-2-6-R,,,,12.80,0.40
20,20.0017,CID-2-7-R,,,,7.80,0.10
