RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Geological_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#06,#06-0075,PR0721_5_3,08CQW,"Serra do Quiriri, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,,Lateritized continental sediments,3.80,0.07,0.23,0.03,2.92,,0.05,,0.06,3.85,2.51,,2.76,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0076,PR0721J1_1,08CQX,"Serra do Quiriri, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,,Lateritized continental sediments,4.40,0.04,0.08,0.01,8.59,,0.05,,0.02,4.42,2.28,,2.51,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0077,PR0721J1_2,08CQY,"Serra do Quiriri, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,,Lateritized continental sediments,5.81,0.08,0.10,0.02,15.54,,0.06,,0.02,5.84,2.01,,2.21,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0078,PR0721J1_3,08CQZ,"Serra do Quiriri, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,,Lateritized continental sediments,5.33,0.09,0.21,0.03,11.49,,0.06,,0.04,5.38,2.05,,2.26,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0079,PR0721J2_1,08CRA,"Serra do Quiriri, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,,Lateritized continental sediments,3.41,0.05,0.12,0.02,3.82,,0.05,,0.03,3.44,2.53,,2.78,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0080,PR0721J2_2,08CRB,"Serra do Quiriri, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,,Lateritized continental sediments,3.42,0.04,0.10,0.01,5.61,,0.05,,0.03,3.44,2.50,,2.75,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0081,PR0721J2_3,08CRC,"Serra do Quiriri, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,,Lateritized continental sediments,3.52,0.03,0.07,0.01,5.54,,0.05,,0.02,3.54,2.48,,2.73,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0082,PR0721J2a_1,08CZL,"Curitiba Basin, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,continental sediments,Lateritized continental sediments,4.20,0.04,0.26,0.01,5.26,,0.11,,0.06,4.26,4.90,,5.39,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0083,PR0721J2a_3,08CZN,"Curitiba Basin, Paraná",Brazil,25°21'28.8''S,49°36'67.7''W,688058.657,7192388.521,22J,970,,goethite,continental sediments,Lateritized continental sediments,3.46,0.05,0.14,0.02,4.36,,0.04,,0.04,3.49,2.34,,2.57,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0084,PR0719A,08DCO,"Curitiba Basin, Paraná",Brazil,25°21'29.8''S,49°35'26.2''W,641814.965,7194632.572,22J,924,,goethite ,continental sediments,Lateritized continental sediments,3.94,0.06,11.93,0.16,14.14,,0.04,,3.02,6.75,0.99,,1.09,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0085,PR0719B,08DCP,"Curitiba Basin, Paraná",Brazil,25°21'29.8''S,49°35'26.2''W,641814.965,7194632.572,22J,924,,goethite ,continental sediments,Lateritized continental sediments,6.55,0.10,11.70,0.18,4.49,,0.03,,1.79,9.30,0.69,,0.76,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0086,PR0902,09LIA,"Curitiba Basin, Paraná",Brazil,"25° 20' 54.2""S","49° 36' 19.8""W",640328.038,7195743.531,22J,952,,,continental sediments,Lateritized continental sediments,13.26,0.14,0.07,0.04,1.23,,0.05,,0.01,13.27,0.71,,0.79,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0087,PR0902,09LIB,"Curitiba Basin, Paraná",Brazil,"25° 20' 54.2""S","49° 36' 19.8""W",640328.038,7195743.531,22J,952,,,continental sediments,Lateritized continental sediments,12.33,0.10,0.00,0.03,2.21,,0.06,,0.00,12.33,0.87,,0.95,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0088,PR0902_2,09LIC,"Curitiba Basin, Paraná",Brazil,"25° 20' 54.2""S","49° 36' 19.8""W",640328.038,7195743.531,22J,952,,,continental sediments,Lateritized continental sediments,12.50,0.11,0.48,0.04,1.65,,0.06,,0.04,12.61,0.91,,1.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0089,PR0902_2,09LID,"Curitiba Basin, Paraná",Brazil,"25° 20' 54.2""S","49° 36' 19.8""W",640328.038,7195743.531,22J,952,,,continental sediments,Lateritized continental sediments,15.09,0.21,0.29,0.07,1.96,,0.07,,0.02,15.16,0.85,,0.93,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0090,PR0902_2_1,09MPJ,"Curitiba Basin, Paraná",Brazil,"25° 20' 54.2""S","49° 36' 19.8""W",640328.038,7195743.531,22J,952,,,continental sediments,Lateritized continental sediments,15.38,0.15,0.08,0.04,2.18,,0.04,,0.01,15.40,0.48,,0.53,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0091,PR0902_2_2,09MPK,"Curitiba Basin, Paraná",Brazil,"25° 20' 54.2""S","49° 36' 19.8""W",640328.038,7195743.531,22J,952,,,continental sediments,Lateritized continental sediments,18.11,0.06,0.94,0.03,2.37,,0.06,,0.05,18.33,0.55,,0.61,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0092,PR0903 rubia_1,09LIE,"Curitiba Basin, Paraná",Brazil,"25° 22' 27.4""S","49° 36' 38.1""W",639786.685,7192881.523,22J,891,,,continental sediments,Lateritized continental sediments,5.44,0.11,0.06,0.05,7.25,,0.03,,0.01,5.45,0.99,,1.09,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0093,PR0903 rubia_1,09LJK,"Curitiba Basin, Paraná",Brazil,"25° 22' 27.4""S","49° 36' 38.1""W",639786.685,7192881.523,22J,891,,,continental sediments,Lateritized continental sediments,10.11,0.15,0.06,0.05,12.61,,0.04,,0.01,10.12,0.76,,0.84,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0094,PR0903 rubia,09LJL,"Curitiba Basin, Paraná",Brazil,"25° 22' 27.4""S","49° 36' 38.1""W",639786.685,7192881.523,22J,891,,,continental sediments,Lateritized continental sediments,5.18,0.08,0.57,0.03,2.58,,0.05,,0.11,5.32,1.68,,1.85,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0095,PR0903 rubia,09LJM,"Curitiba Basin, Paraná",Brazil,"25° 22' 27.4""S","49° 36' 38.1""W",639786.685,7192881.523,22J,891,,,continental sediments,Lateritized continental sediments,1.47,0.04,0.52,0.04,3.23,,0.04,,0.35,1.59,5.05,,5.55,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0096,PR0904 trinch,09LJN,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,5.03,0.08,3.67,0.08,6.80,,0.03,,0.73,5.89,0.94,,1.03,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0097,PR0904 trinch,09LJO,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,3.46,0.07,1.75,0.06,13.33,,0.03,,0.51,3.87,1.23,,1.36,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0098,PR0904 trinch_A,09LJP,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,4.97,0.09,3.39,0.08,8.97,,0.06,,0.68,5.76,1.80,,1.98,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0099,PR0904 trinch_A,09LJQ,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,4.54,0.08,1.84,0.05,6.05,,0.03,,0.40,4.98,0.95,,1.05,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0100,PR0904 trinch_2,09LJR,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,5.43,0.09,0.84,0.04,6.71,,0.02,,0.15,5.63,0.77,,0.85,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0101,PR0904 trinch_2,09LJS,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,5.53,0.08,0.74,0.04,6.46,,0.02,,0.13,5.71,0.76,,0.84,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0102,PR0904B,09LJT,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,1.11,0.03,0.34,0.03,5.14,,0.01,,0.30,1.19,1.59,,1.75,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0103,PR0904B,09LJU,"Curitiba Basin, Paraná",Brazil,25°21'22.8''S,49°36'50.1''W,639471.817,7194872.499,22J,958,,goethite,continental sediments,Lateritized continental sediments,1.30,0.04,0.01,0.03,2.22,,0.01,,0.01,1.31,1.08,,1.19,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0104,PR07MDO,08DCM,"Curitiba Basin, Paraná",Brazil,24°47'29''S,48°58'45.5''W,704278.234,7256640.242,22J,400,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,1.24,0.03,11.31,0.13,0.76,,0.06,,9.09,3.90,2.97,,3.27,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0105,PR0907 pisolite_1,09MOT,"Curitiba Basin, Paraná",Brazil,24°50'52.8''S,48°56'37.7''W,704278.234,7256640.242,22J,740,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,16.94,0.17,0.64,0.06,4.97,,0.20,,0.04,17.09,2.21,,2.43,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0106,PR0907 pisolite_2,09MOU,"Curitiba Basin, Paraná",Brazil,24°50'52.8''S,48°56'37.7''W,704278.234,7256640.242,22J,740,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,18.28,0.12,1.39,0.05,6.31,,0.14,,0.08,18.61,1.42,,1.56,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0107,PR0925,09LKH,"Curitiba Basin, Paraná",Brazil,24°44'59.9''S,49°11'07''W,683511.978,7261520.063,22J,470,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,11.87,0.08,2.98,0.06,2.08,,0.10,,0.25,12.57,1.41,,1.55,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0108,PR0925,09LKI,"Curitiba Basin, Paraná",Brazil,24°44'59.9''S,49°11'07''W,683511.978,7261520.063,22J,470,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,0.06,0.01,0.18,0.02,0.02,,0.00,,2.96,0.10,3.63,,3.99,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0109,PR0925A,09LKJ,"Curitiba Basin, Paraná",Brazil,24°44'59.9''S,49°11'07''W,683511.978,7261520.063,22J,470,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,124.26,0.44,4.31,0.07,5.50,,0.51,,0.03,125.27,0.74,,0.82,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0110,PR0925A,09LKK,"Curitiba Basin, Paraná",Brazil,24°44'59.9''S,49°11'07''W,683511.978,7261520.063,22J,470,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,208.35,0.73,51.88,0.63,35.22,,1.14,,0.25,220.55,0.95,,1.04,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0111,PR0925A1,09LKL,"Curitiba Basin, Paraná",Brazil,24°44'59.9''S,49°11'07''W,683511.978,7261520.063,22J,470,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,221.99,0.78,188.64,1.45,380.21,,1.14,,0.85,266.32,0.79,,0.86,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06,#06-0112,PR0925A1,09LKM,"Curitiba Basin, Paraná",Brazil,24°44'59.9''S,49°11'07''W,683511.978,7261520.063,22J,470,,iron oxyhydroxides,continental sediments,Lateritized continental sediments,170.47,0.61,40.21,0.40,16.23,,0.82,,0.24,179.92,0.84,,0.93,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
